ID,Score
01000178,Toán:   8.00   Ngữ văn:   9.00   Lịch sử:   5.00   Địa lí:   6.25   GDCD:   8.00   KHXH: 6.42   Tiếng Anh:   9.20   
01000179,Toán:   8.00   Ngữ văn:   7.75   Lịch sử:   5.50   Địa lí:   7.00   GDCD:   8.50   KHXH: 7   Tiếng Anh:   7.00   
01000180,Toán:   8.20   Ngữ văn:   7.75   Lịch sử:   6.75   Địa lí:   7.00   GDCD:   8.75   KHXH: 7.5   Tiếng Anh:   9.00   
01000181,Toán:   5.20   Ngữ văn:   7.50   Lịch sử:   7.00   Địa lí:   5.50   GDCD:   8.50   KHXH: 7   Tiếng Anh:   9.40   
01000182,Toán:   9.00   Ngữ văn:   8.75   Vật lí:   8.75   Hóa học:   6.50   Sinh học:   7.00   KHTN: 7.42   Tiếng Anh:   9.20   
01000183,Toán:   5.60   Ngữ văn:   6.00   Lịch sử:   6.00   Địa lí:   4.00   
01000184,Toán:   7.80   Ngữ văn:   8.00   Lịch sử:   6.75   Địa lí:   6.50   GDCD:   8.50   KHXH: 7.25   Tiếng Anh:   8.00   
01000185,Toán:   8.80   Ngữ văn:   8.75   Vật lí:   6.00   Hóa học:   6.75   Sinh học:   7.50   KHTN: 6.75   
01000186,Toán:   8.60   Ngữ văn:   8.75   Vật lí:   7.25   Hóa học:   7.25   Sinh học:   6.00   KHTN: 6.83   Tiếng Anh:   8.60   
01000187,Toán:   7.20   Ngữ văn:   5.00   Vật lí:   5.25   Hóa học:   2.50   Sinh học:   5.50   KHTN: 4.42   Tiếng Anh:   5.60   
01000188,Toán:   8.20   Ngữ văn:   6.50   Vật lí:   8.25   Hóa học:   6.75   Sinh học:   4.50   KHTN: 6.5   Tiếng Anh:   7.00   
01000189,Toán:   8.60   Ngữ văn:   8.75   Lịch sử:   5.25   Địa lí:   5.25   GDCD:   9.25   KHXH: 6.58   Tiếng Anh:   8.60   
01000190,Toán:   7.40   Ngữ văn:   8.25   Lịch sử:   5.50   Địa lí:   5.25   GDCD:   8.00   KHXH: 6.25   Tiếng Anh:   5.20   
01000191,Toán:   8.20   Ngữ văn:   6.25   Lịch sử:   9.00   Địa lí:   8.25   GDCD:   9.00   KHXH: 8.75   Tiếng Anh:   8.60   
01000192,Toán:   7.60   Ngữ văn:   6.75   Vật lí:   8.25   Hóa học:   4.50   Sinh học:   6.75   KHTN: 6.5   Tiếng Anh:   7.60   
01000193,Toán:   4.60   Ngữ văn:   7.75   Lịch sử:   7.00   Địa lí:   6.00   GDCD:   8.75   KHXH: 7.25   
01000194,Toán:   6.40   Ngữ văn:   7.75   Lịch sử:   4.75   Địa lí:   4.75   GDCD:   7.25   KHXH: 5.58   Tiếng Anh:   3.80   
01000195,Toán:   6.20   Ngữ văn:   8.50   Lịch sử:   7.00   Địa lí:   6.50   GDCD:   9.50   KHXH: 7.67   Tiếng Anh:   5.60   
01000196,Toán:   8.00   Ngữ văn:   8.75   Lịch sử:   7.25   Địa lí:   8.50   GDCD:   9.25   KHXH: 8.33   Tiếng Nhật:   9.40   
01000197,Toán:   7.60   Ngữ văn:   8.25   Vật lí:   6.25   Hóa học:   5.25   Sinh học:   6.00   KHTN: 5.83   Tiếng Anh:   9.20   
01000198,Toán:   8.80   Ngữ văn:   7.00   Vật lí:   8.75   Hóa học:   6.00   Sinh học:   4.50   KHTN: 6.42   Tiếng Anh:   9.20   
01000199,Toán:   8.20   Ngữ văn:   9.00   Tiếng Anh:   7.80   
01000200,Toán:   8.60   Ngữ văn:   8.75   Lịch sử:   8.00   Địa lí:   6.75   GDCD:   9.25   KHXH: 8   Tiếng Anh:   9.60   
01000201,Toán:   7.60   Ngữ văn:   8.25   Vật lí:   8.75   Hóa học:   5.00   Sinh học:   5.25   KHTN: 6.33   Tiếng Anh:   8.00   
01000202,Toán:   2.40   Ngữ văn:   6.50   Lịch sử:   6.00   Địa lí:   5.75   GDCD:   7.50   KHXH: 6.42   Tiếng Anh:   4.00   
01000203,Toán:   7.80   Ngữ văn:   8.75   Lịch sử:   7.75   Địa lí:   7.75   GDCD:   9.75   KHXH: 8.42   Tiếng Anh:   8.80   
01000204,Toán:   7.40   Ngữ văn:   7.50   Vật lí:   2.25   Hóa học:   7.50   Sinh học:   4.75   KHTN: 4.83   Tiếng Anh:   6.80   
01000205,Toán:   6.80   Ngữ văn:   8.00   Lịch sử:   7.75   Địa lí:   5.75   GDCD:   9.25   KHXH: 7.58   Tiếng Anh:   8.80   
01000206,Toán:   8.00   Ngữ văn:   8.75   Lịch sử:   5.75   Địa lí:   4.75   GDCD:   8.25   KHXH: 6.25   Tiếng Anh:   8.60   
01000207,Toán:   7.80   Ngữ văn:   6.50   Vật lí:   7.50   Hóa học:   6.00   Sinh học:   6.25   KHTN: 6.58   Tiếng Anh:   5.40   
01000208,Toán:   8.20   Ngữ văn:   8.75   Vật lí:   8.75   Hóa học:   5.75   Sinh học:   5.50   KHTN: 6.67   Tiếng Anh:   7.60   
01000209,Toán:   7.80   Ngữ văn:   9.25   Lịch sử:   8.50   Địa lí:   6.25   GDCD:   8.75   KHXH: 7.83   Tiếng Anh:   9.60   
01000210,Toán:   4.40   Ngữ văn:   6.50   Lịch sử:   6.25   Địa lí:   6.50   
01000211,Toán:   6.60   Ngữ văn:   8.75   Tiếng Anh:   7.60   
01000212,Toán:   8.00   Ngữ văn:   8.50   Lịch sử:   6.00   Địa lí:   7.00   GDCD:   8.25   KHXH: 7.08   Tiếng Anh:   7.40   
01000213,Toán:   7.60   Ngữ văn:   9.00   Lịch sử:   8.75   Địa lí:   5.00   GDCD:   8.50   KHXH: 7.42   Tiếng Anh:   8.40   
01000214,Toán:   8.60   Ngữ văn:   8.75   Lịch sử:   8.50   Địa lí:   7.00   GDCD:   9.25   KHXH: 8.25   Tiếng Anh:   8.80   
01000215,Toán:   8.00   Ngữ văn:   9.25   Lịch sử:   7.00   Địa lí:   6.25   GDCD:   8.25   KHXH: 7.17   Tiếng Anh:   8.00   
01000216,Toán:   4.60   Ngữ văn:   8.00   Lịch sử:   5.00   Địa lí:   4.00   GDCD:   7.75   KHXH: 5.58   Tiếng Anh:   6.00   
01000217,Toán:   7.40   Ngữ văn:   8.75   Lịch sử:   3.25   Địa lí:   4.25   GDCD:   6.50   KHXH: 4.67   Tiếng Anh:   7.00   
01000218,Toán:   6.20   Ngữ văn:   7.50   Lịch sử:   4.25   Địa lí:   4.50   GDCD:   7.75   KHXH: 5.5   Tiếng Anh:   6.00   
01000219,Toán:   8.80   Ngữ văn:   7.75   Vật lí:   7.75   Hóa học:   7.00   Sinh học:   7.00   KHTN: 7.25   Tiếng Anh:   8.40   
01000220,Toán:   7.20   Ngữ văn:   9.50   Lịch sử:   5.50   Địa lí:   6.00   GDCD:   9.00   KHXH: 6.83   Tiếng Anh:   9.20   
01000221,Toán:   7.40   Ngữ văn:   8.00   Lịch sử:   5.50   Địa lí:   6.25   GDCD:   8.25   KHXH: 6.67   Tiếng Anh:   9.00   
01000222,Toán:   6.40   Ngữ văn:   8.00   Lịch sử:   5.75   Địa lí:   6.25   GDCD:   8.00   KHXH: 6.67   Tiếng Anh:   7.60   
01000223,Toán:   8.60   Ngữ văn:   8.75   Lịch sử:   5.50   Địa lí:   5.50   GDCD:   7.75   KHXH: 6.25   Tiếng Anh:   8.20   
01000224,Toán:   7.60   Ngữ văn:   9.25   Lịch sử:   7.50   Địa lí:   7.50   GDCD:   9.50   KHXH: 8.17   Tiếng Anh:   9.20   
01000225,Toán:   7.20   Ngữ văn:   8.00   Lịch sử:   5.50   Địa lí:   7.00   GDCD:   8.00   KHXH: 6.83   Tiếng Anh:   6.00   
01000226,Toán:   7.40   Ngữ văn:   8.75   Lịch sử:   5.75   Địa lí:   5.75   GDCD:   7.75   KHXH: 6.42   Tiếng Anh:   8.20   
01000227,Toán:   5.00   Ngữ văn:   8.50   Lịch sử:   7.00   Địa lí:   6.50   GDCD:   9.75   KHXH: 7.75   Tiếng Anh:   8.80   
01000228,Toán:   8.00   Ngữ văn:   6.00   Vật lí:   6.75   Hóa học:   7.00   Sinh học:   5.25   KHTN: 6.33   Tiếng Anh:   6.00   
01000229,Toán:   8.00   Ngữ văn:   8.50   Lịch sử:   3.50   Địa lí:   7.00   GDCD:   8.75   KHXH: 6.42   Tiếng Anh:   8.40   
01000230,Toán:   8.80   Ngữ văn:   9.25   Lịch sử:   7.00   Địa lí:   8.75   GDCD:   9.25   KHXH: 8.33   Tiếng Anh:   8.80   
01000231,Toán:   7.00   Ngữ văn:   8.50   Lịch sử:   7.75   Địa lí:   6.75   GDCD:   8.75   KHXH: 7.75   Tiếng Anh:   7.60   
01000232,Toán:   7.80   Ngữ văn:   7.75   Vật lí:   8.25   Hóa học:   6.00   Sinh học:   5.50   KHTN: 6.58   Tiếng Anh:   9.20   
01000233,Toán:   8.60   Ngữ văn:   9.25   Lịch sử:   5.75   Địa lí:   6.25   GDCD:   7.75   KHXH: 6.58   Tiếng Anh:   8.80   
01000234,Toán:   7.80   Ngữ văn:   9.50   Lịch sử:   5.50   Địa lí:   7.00   GDCD:   7.50   KHXH: 6.67   Tiếng Anh:   9.20   
01000235,Toán:   8.40   Ngữ văn:   7.50   Vật lí:   7.50   Hóa học:   7.00   Sinh học:   6.50   KHTN: 7   Tiếng Anh:   7.80   
01000236,Toán:   7.80   Ngữ văn:   8.50   Lịch sử:   6.25   Địa lí:   5.50   GDCD:   8.00   KHXH: 6.58   Tiếng Anh:   8.60   
01000237,Toán:   5.40   Ngữ văn:   7.00   Lịch sử:   4.00   Địa lí:   5.50   GDCD:   8.50   KHXH: 6   Tiếng Anh:   6.80   
01000238,Toán:   4.80   Ngữ văn:   8.00   Lịch sử:   6.25   Địa lí:   6.50   Tiếng Anh:   4.80   
01000239,Toán:   7.80   Ngữ văn:   8.50   Lịch sử:   4.25   Địa lí:   6.00   GDCD:   8.25   KHXH: 6.17   Tiếng Anh:   5.40   
01000240,Toán:   7.80   Ngữ văn:   9.00   Lịch sử:   4.00   Địa lí:   5.25   GDCD:   6.50   KHXH: 5.25   Tiếng Anh:   9.20   
01000241,Toán:   4.00   Ngữ văn:   8.00   Lịch sử:   6.25   Địa lí:   5.75   GDCD:   9.00   KHXH: 7   Tiếng Anh:   7.80   
01000242,Toán:   6.40   Ngữ văn:   7.75   Vật lí:   6.25   Hóa học:   7.25   Sinh học:   6.75   KHTN: 6.75   Tiếng Anh:   6.00   
01000243,Toán:   5.00   Ngữ văn:   7.75   Lịch sử:   7.00   Địa lí:   5.00   GDCD:   8.75   KHXH: 6.92   Tiếng Anh:   6.80   
01000244,Toán:   6.20   Ngữ văn:   7.00   Lịch sử:   8.25   Địa lí:   7.50   GDCD:   8.75   KHXH: 8.17   Tiếng Anh:   8.20   
01000245,Toán:   6.20   Ngữ văn:   8.50   Lịch sử:   9.25   Địa lí:   6.75   Tiếng Anh:   7.40   
01000246,Toán:   7.60   Ngữ văn:   9.25   Lịch sử:   7.75   Địa lí:   7.75   GDCD:   9.75   KHXH: 8.42   Tiếng Anh:   9.40   
01000247,Toán:   7.80   Ngữ văn:   8.25   Lịch sử:   5.00   Địa lí:   7.00   GDCD:   9.00   KHXH: 7   Tiếng Anh:   8.00   
01000248,Toán:   8.40   Ngữ văn:   8.50   Vật lí:   5.00   Hóa học:   8.75   Sinh học:   6.00   KHTN: 6.58   Tiếng Anh:   8.80   
01000249,Toán:   8.60   Ngữ văn:   9.25   Lịch sử:   6.75   Địa lí:   5.50   GDCD:   7.25   KHXH: 6.5   Tiếng Anh:   8.80   
01000250,Toán:   8.80   Ngữ văn:   9.00   Lịch sử:   5.75   Địa lí:   5.50   GDCD:   9.25   KHXH: 6.83   Tiếng Anh:   7.80   
01000251,Toán:   5.60   Ngữ văn:   8.75   Tiếng Anh:   7.00   
01000252,Toán:   7.00   Ngữ văn:   8.25   Tiếng Anh:   8.60   
01000253,Toán:   7.60   Ngữ văn:   8.25   Vật lí:   3.75   Hóa học:   8.00   Sinh học:   4.50   KHTN: 5.42   Tiếng Anh:   8.60   
01000254,Toán:   8.80   Ngữ văn:   8.25   Vật lí:   6.75   Hóa học:   6.25   Sinh học:   5.25   KHTN: 6.08   Tiếng Anh:   6.40   
01000255,Toán:   7.40   Ngữ văn:   8.75   Lịch sử:   8.00   Địa lí:   6.50   GDCD:   9.00   KHXH: 7.83   Tiếng Anh:   9.40   
01000256,Toán:   7.40   Ngữ văn:   6.75   Vật lí:   6.75   Hóa học:   4.00   Sinh học:   3.75   KHTN: 4.83   Tiếng Anh:   8.80   
01000257,Toán:   3.80   Ngữ văn:   5.50   Lịch sử:   4.50   Địa lí:   4.50   
01000258,Toán:   8.60   Ngữ văn:   6.75   Vật lí:   5.25   Hóa học:   8.50   Sinh học:   8.00   KHTN: 7.25   Tiếng Anh:   8.40   
01000259,Toán:   7.20   Ngữ văn:   8.25   Vật lí:   5.75   Hóa học:   8.25   Sinh học:   6.50   KHTN: 6.83   Tiếng Anh:   8.00   
01000260,Toán:   5.80   Ngữ văn:   8.50   Lịch sử:   5.25   Địa lí:   5.00   GDCD:   7.00   KHXH: 5.75   Tiếng Anh:   7.00   
01000261,Toán:   7.20   Ngữ văn:   8.75   Lịch sử:   7.25   Địa lí:   6.00   GDCD:   8.25   KHXH: 7.17   Tiếng Anh:   9.00   
01000262,Toán:   7.00   Ngữ văn:   6.50   Lịch sử:   5.00   Địa lí:   6.50   GDCD:   9.25   KHXH: 6.92   Tiếng Anh:   3.80   
01000263,Toán:   6.20   Ngữ văn:   9.25   Lịch sử:   7.75   Địa lí:   6.75   GDCD:   9.50   KHXH: 8   Tiếng Anh:   8.00   
01000264,Toán:   7.80   Ngữ văn:   9.00   Lịch sử:   7.50   Địa lí:   5.25   GDCD:   8.25   KHXH: 7   Tiếng Anh:   7.80   
01000265,Toán:   8.00   Ngữ văn:   8.50   Vật lí:   6.50   Hóa học:   7.75   Sinh học:   6.75   KHTN: 7   Tiếng Anh:   9.00   
01000266,Toán:   6.60   Ngữ văn:   8.25   Lịch sử:   6.75   Địa lí:   7.50   GDCD:   9.25   KHXH: 7.83   Tiếng Nhật:   4.20   
01000267,Toán:   7.20   Ngữ văn:   7.25   Lịch sử:   5.75   Địa lí:   6.50   GDCD:   7.75   KHXH: 6.67   Tiếng Anh:   3.80   
01000268,Ngữ văn:   7.25   Lịch sử:   6.50   Địa lí:   6.25   
01000269,Toán:   4.40   Ngữ văn:   7.50   Lịch sử:   3.50   Địa lí:   5.75   
01000270,Ngữ văn:   9.00   Lịch sử:   9.00   Địa lí:   6.50   GDCD:   7.00   KHXH: 7.5   Tiếng Anh:   6.40   
01000271,Toán:   4.80   Ngữ văn:   8.00   Lịch sử:   5.25   Địa lí:   6.25   GDCD:   9.50   KHXH: 7   Tiếng Anh:   5.40   
01000272,Toán:   4.00   Ngữ văn:   7.25   Lịch sử:   8.00   Địa lí:   7.50   GDCD:   9.75   KHXH: 8.42   Tiếng Anh:   3.20   
01000273,Toán:   6.40   Ngữ văn:   8.00   Lịch sử:   6.50   Địa lí:   6.25   GDCD:   8.75   KHXH: 7.17   Tiếng Anh:   8.20   
01000274,Toán:   8.00   Ngữ văn:   9.00   Lịch sử:   6.50   Địa lí:   6.00   GDCD:   9.25   KHXH: 7.25   Tiếng Anh:   9.20   
01000275,Toán:   7.80   Ngữ văn:   8.25   Lịch sử:   5.50   Địa lí:   7.50   GDCD:   7.50   KHXH: 6.83   Tiếng Anh:   8.00   
01000276,Toán:   7.80   Ngữ văn:   7.25   Vật lí:   4.00   Hóa học:   7.50   Sinh học:   8.50   KHTN: 6.67   
01000277,Toán:   7.40   Ngữ văn:   6.00   Vật lí:   5.00   Hóa học:   7.25   Sinh học:   5.50   KHTN: 5.92   Tiếng Anh:   8.00   
01000278,Toán:   7.40   Ngữ văn:   9.25   Lịch sử:   7.00   Địa lí:   7.25   GDCD:   9.00   KHXH: 7.75   Tiếng Anh:   8.80   
01000279,Toán:   8.60   Ngữ văn:   9.50   Lịch sử:   5.25   Địa lí:   5.00   GDCD:   8.50   KHXH: 6.25   Tiếng Anh:   9.40   
01000280,Toán:   7.40   Ngữ văn:   7.25   Lịch sử:   6.75   Địa lí:   5.50   GDCD:   9.25   KHXH: 7.17   Tiếng Anh:   8.80   
01000281,Toán:   5.60   Ngữ văn:   7.00   Lịch sử:   7.00   Địa lí:   7.25   
01000282,Toán:   6.20   Ngữ văn:   8.25   Lịch sử:   5.00   Địa lí:   6.75   GDCD:   7.50   KHXH: 6.42   Tiếng Anh:   8.60   
01000283,Ngữ văn:   8.00   Lịch sử:   9.25   Địa lí:   8.25   
01000284,Toán:   6.80   Ngữ văn:   8.50   Lịch sử:   4.75   Địa lí:   5.50   GDCD:   6.75   KHXH: 5.67   Tiếng Anh:   7.80   
01000285,Ngữ văn:   8.25   Lịch sử:   9.00   Địa lí:   8.50   
01000286,Toán:   6.60   Ngữ văn:   8.50   Lịch sử:   7.00   Địa lí:   6.75   GDCD:   8.50   KHXH: 7.42   Tiếng Anh:   8.40   
01000287,Toán:   8.20   Ngữ văn:   8.00   Lịch sử:   6.75   Địa lí:   5.75   GDCD:   8.25   KHXH: 6.92   Tiếng Anh:   9.20   
01000288,Toán:   8.80   Ngữ văn:   7.50   Vật lí:   8.75   Hóa học:   8.00   Sinh học:   6.25   KHTN: 7.67   Tiếng Anh:   8.20   
01000289,Toán:   8.80   Ngữ văn:   6.50   Vật lí:   8.75   Hóa học:   5.00   Sinh học:   5.25   KHTN: 6.33   Tiếng Anh:   8.40   
01000290,Toán:   7.60   Ngữ văn:   6.25   Vật lí:   8.75   Hóa học:   3.50   Sinh học:   7.00   KHTN: 6.42   Tiếng Anh:   9.60   
01000291,Toán:   7.60   Ngữ văn:   8.50   Lịch sử:   8.75   Địa lí:   6.75   GDCD:   9.50   KHXH: 8.33   Tiếng Anh:   9.20   
01000292,Toán:   6.20   Ngữ văn:   5.75   Lịch sử:   6.00   Địa lí:   5.00   GDCD:   6.75   KHXH: 5.92   Tiếng Anh:   4.00   
01000293,Toán:   5.00   Ngữ văn:   6.75   Tiếng Anh:   5.40   
01000294,Toán:   7.20   Ngữ văn:   8.25   Lịch sử:   6.25   Địa lí:   7.75   GDCD:   7.75   KHXH: 7.25   Tiếng Anh:   8.80   
01000295,Toán:   8.40   Ngữ văn:   7.25   Vật lí:   8.50   Hóa học:   6.00   Sinh học:   6.00   KHTN: 6.83   Tiếng Anh:   9.00   
01000296,Toán:   8.40   Ngữ văn:   8.75   Lịch sử:   9.00   Địa lí:   5.75   GDCD:  10.00   KHXH: 8.25   Tiếng Anh:   9.40   
01000297,Toán:   6.60   Ngữ văn:   8.00   Lịch sử:   6.00   Địa lí:   6.75   GDCD:   7.75   KHXH: 6.83   
01000298,Toán:   7.60   Ngữ văn:   8.00   Lịch sử:   5.75   Địa lí:   6.00   GDCD:  10.00   KHXH: 7.25   Tiếng Anh:   6.60   
01000299,Toán:   6.80   Ngữ văn:   7.75   Lịch sử:   6.00   Địa lí:   6.25   GDCD:   8.75   KHXH: 7   Tiếng Anh:   8.60   
01000300,Toán:   8.40   Ngữ văn:   9.00   Lịch sử:   4.75   Địa lí:   4.75   GDCD:   8.00   KHXH: 5.83   Tiếng Anh:   8.40   
01000301,Toán:   8.60   Ngữ văn:   7.50   Vật lí:   8.50   Hóa học:   4.50   Sinh học:   3.50   KHTN: 5.5   Tiếng Anh:   8.60   
01000302,Toán:   8.60   Ngữ văn:   9.00   Lịch sử:   7.75   Địa lí:   7.50   GDCD:   7.50   KHXH: 7.58   Tiếng Anh:   9.20   
01000303,Toán:   6.00   Ngữ văn:   8.25   Lịch sử:   5.00   Địa lí:   7.00   GDCD:   8.50   KHXH: 6.83   Tiếng Anh:   8.20   
01000304,Toán:   8.00   Ngữ văn:   9.00   Lịch sử:   6.75   Địa lí:   7.00   GDCD:   7.75   KHXH: 7.17   Tiếng Anh:   7.00   
01000305,Toán:   8.00   Ngữ văn:   8.00   Vật lí:   8.25   Hóa học:   5.50   Sinh học:   6.75   KHTN: 6.83   Tiếng Anh:   9.00   
01000306,Toán:   8.80   Ngữ văn:   9.00   Lịch sử:   6.00   Địa lí:   6.75   GDCD:   9.75   KHXH: 7.5   Tiếng Anh:   8.00   
01000307,Toán:   8.40   Ngữ văn:   8.00   Lịch sử:   5.50   Địa lí:   6.00   GDCD:   8.50   KHXH: 6.67   Tiếng Anh:   7.60   
01000308,Toán:   2.60   Ngữ văn:   7.50   Lịch sử:   4.75   Địa lí:   5.25   
01000309,Toán:   8.20   Ngữ văn:   8.50   Vật lí:   7.50   Hóa học:   5.75   Sinh học:   4.50   KHTN: 5.92   Tiếng Anh:   8.40   
01000310,Toán:   7.20   Ngữ văn:   9.00   Lịch sử:   5.75   Địa lí:   6.00   GDCD:   8.25   KHXH: 6.67   Tiếng Anh:   9.20   
01000311,Toán:   7.60   Ngữ văn:   8.00   Lịch sử:   6.00   Địa lí:   5.75   GDCD:   8.25   KHXH: 6.67   Tiếng Anh:   6.80   
01000312,Toán:   4.00   Ngữ văn:   8.00   Lịch sử:   5.25   Địa lí:   5.25   GDCD:   6.75   KHXH: 5.75   Tiếng Anh:   5.20   
01000313,Toán:   8.60   Ngữ văn:   8.00   Vật lí:   3.00   Hóa học:   9.00   Sinh học:   4.50   KHTN: 5.5   Tiếng Anh:   8.40   
01000314,Toán:   7.60   Ngữ văn:   5.00   Lịch sử:   7.75   Địa lí:   6.75   GDCD:   8.00   KHXH: 7.5   Tiếng Anh:   6.80   
01000315,Toán:   7.60   Ngữ văn:   8.50   Lịch sử:   6.25   Địa lí:   7.00   GDCD:   9.00   KHXH: 7.42   Tiếng Anh:   7.60   
01000316,Toán:   7.00   Ngữ văn:   8.75   Lịch sử:   5.25   Địa lí:   5.00   GDCD:   7.00   KHXH: 5.75   Tiếng Anh:   8.00   
01000317,Toán:   8.60   Ngữ văn:   8.50   Lịch sử:   4.25   Địa lí:   3.25   GDCD:   7.75   KHXH: 5.08   Tiếng Anh:   8.20   
01000318,Toán:   8.40   Ngữ văn:   8.50   Lịch sử:   7.00   Địa lí:   7.50   GDCD:   9.25   KHXH: 7.92   
01000319,Toán:   7.00   Ngữ văn:   8.00   Lịch sử:   5.50   Địa lí:   6.50   GDCD:   8.25   KHXH: 6.75   Tiếng Anh:   5.40   
01000320,Toán:   8.20   Ngữ văn:   8.50   Lịch sử:   7.00   Địa lí:   6.50   GDCD:   9.25   KHXH: 7.58   Tiếng Anh:   9.40   
01000321,Toán:   4.60   Ngữ văn:   7.50   Lịch sử:   5.00   Địa lí:   4.75   GDCD:   7.50   KHXH: 5.75   Tiếng Anh:   2.80   
01000322,Toán:   7.80   Ngữ văn:   8.50   Lịch sử:   6.75   Địa lí:   7.25   GDCD:   8.00   KHXH: 7.33   Tiếng Anh:   8.40   
01000323,Toán:   4.60   Ngữ văn:   6.25   Lịch sử:   3.50   Địa lí:   5.50   
01000324,Toán:   7.20   Ngữ văn:   9.00   Lịch sử:   6.25   Địa lí:   7.75   GDCD:   9.00   KHXH: 7.67   Tiếng Anh:   9.40   
01000325,Toán:   8.00   Ngữ văn:   9.00   Lịch sử:   5.50   Địa lí:   5.75   GDCD:   8.75   KHXH: 6.67   Tiếng Anh:   7.00   
01000326,Toán:   8.40   Ngữ văn:   8.00   Lịch sử:   3.50   Địa lí:   9.00   GDCD:   8.75   KHXH: 7.08   Tiếng Anh:   9.40   
01000327,Toán:   6.40   Ngữ văn:   8.50   Lịch sử:   6.25   Địa lí:   6.25   GDCD:   8.00   KHXH: 6.83   Tiếng Anh:   8.20   
01000328,Toán:   8.40   Ngữ văn:   7.25   Vật lí:   8.50   Hóa học:   7.75   Sinh học:   6.00   KHTN: 7.42   Tiếng Anh:   8.20   
01000329,Toán:   7.20   Ngữ văn:   7.00   Vật lí:   6.50   Hóa học:   5.25   Sinh học:   6.25   KHTN: 6   Tiếng Anh:   8.60   
01000330,Toán:   1.20   Ngữ văn:   5.75   Lịch sử:   6.25   Địa lí:   5.50   
01000331,Toán:   8.00   Ngữ văn:   8.00   Vật lí:   6.75   Hóa học:   7.25   Sinh học:   7.75   KHTN: 7.25   Tiếng Anh:   9.40   
01000332,Toán:   8.40   Ngữ văn:   8.25   Lịch sử:   6.00   Địa lí:   6.00   GDCD:   9.50   KHXH: 7.17   Tiếng Anh:   8.40   
01000333,Ngữ văn:   8.25   Lịch sử:   8.75   Địa lí:   7.25   
01000334,Toán:   7.00   Ngữ văn:   9.25   Lịch sử:   7.75   Địa lí:   7.75   GDCD:   9.75   KHXH: 8.42   Tiếng Anh:   8.60   
01000335,Toán:   5.40   Ngữ văn:   6.50   Lịch sử:   7.75   Địa lí:   6.00   GDCD:   8.75   KHXH: 7.5   Tiếng Anh:   4.20   
01000336,Ngữ văn:   7.25   Lịch sử:   8.25   Địa lí:   8.25   
01000337,Ngữ văn:   4.50   Lịch sử:   5.25   Địa lí:   6.00   
01000338,Toán:   5.80   Ngữ văn:   8.50   Lịch sử:   4.25   Địa lí:   4.75   Tiếng Nhật:   5.80   
01000339,Toán:   7.60   Ngữ văn:   8.75   Lịch sử:   6.50   Địa lí:   6.00   GDCD:   7.25   KHXH: 6.58   Tiếng Anh:   8.80   
